,LINK_SP,PRODUCT_INFO_ID,GROUP_PRODUCT_NAME,PRODUCT_CODE,NON_VAT_PRICE_1,VAT_PRICE_1,COMMISSION_1,THRESHOLD_1,NON_VAT_PRICE_2,VAT_PRICE_2,COMMISSION_2,THRESHOLD_2,NON_VAT_PRICE_3,VAT_PRICE_3,COMMISSION_3,PRODUCT_NAME,SPECIFICATION_BACKUP,RAW_PRICE,QUANTITY_SOLD
93,/input/mobile_images/2024/2/22/831/WIFI TENDA F6.png,608096,Thiết bị Wifi,273639,260600,286660,2606,Giá trị đơn hàng > 10 triệu,266600,293260,5332,Giá trị đơn hàng từ 5-10 triệu,289200,318120,16195.2,Thiết bị định tuyến có thu phát vô tuyến hiệu TENDA model F6 - Tenda F6,"Thương hiệu: Tenda 
Tên sản phẩm: Router Tenda F6 Wireless N300Mbps 
Chi tiết Cổng kết nối: 1*10/100Mbps port 3*10/100Mbps ports Ăng-ten 4*5dBi external antennas 
Kích thước: (L x W x H) 204*147.5*211mm 
TÍNH NĂNG: WI-FI Chuẩn Wi-Fi IEEE802.3, IEEE802.3u Băng tần 2.4GHz 
Tốc độ tín hiệu: 300Mbps 
Bảo mật: Wi-Fi WPA-PSK/WPA2-PSK, WPA/WPA2
giá: 318120",318120,35
94,/input/mobile_images/2024/1/23/161/Thiết bị định tuyến có thu phát vô tuyến hiệu TENDA model AC6 băng tần 2.4-5Ghz.jpg,571602,Thiết bị Wifi,271921,,,,,,,,,,,,Thiết bị định tuyến có thu phát vô tuyến hiệu TENDA model AC6 băng tần 2.4/5Ghz,"
• Giao tiếp: 1*10/100Mbps WAN port3*10/100Mbps LAN ports 
• Dải tần số: Simultaneous dual band 2.4 & 5GHz 
• Antenna dBi: 4*5dBi external antennas 
• Cơ chế bảo mật mạng: WPA-PSK/WPA2-PSK, WPA/WPA2 Wireless Security: Enable/Disable WPS(WiFi Protected Set-up) fast encryption 
• Button: 1*WiFi on/off, 1* Reset/WPS button 
• Nguồn: + Input: 100-240V—50/60Hz, 0.2A + Output: DC 12V==1A 
• Khối lượng: 220*141.5*49mm 
• Standard: IEEE 802.11ac/a/n 5GHzIEEE 802.11b/g/n 2.4GHz 
• Hãng sản xuất: TENDA
giá: 395000",395000,34
95,/input/mobile_images/2024/2/22/299/wifi ac 5.png,608094,Thiết bị Wifi,275958,,,,,,,,,,,,Thiết bị định tuyến có thu phát vô tuyến hiệu TENDA model AC5 - Tenda AC5,"Dòng điện ra: 9V 1A 
Dòng điện vào: 100-240V-50/60Hz, 0.2A 
Chuẩn Wi-Fi: Wi-Fi 5 (802.11ac) 
Độ mạnh của sóng (các thiết bị mạng): + 5 GHz: 867 Mbps + 2.4 GHz: 300 Mbps 
Hãng sản xuất: Tenda 
Cổng giao tiếp: + 10/100 Mbps 3 cổng Lan + 10/100 Mbps 1 cổng Wan
giá: 414370",414370,50
96,/input/mobile_images/2024/2/18/432/THIẾT BỊ THU PHÁT VÔ TUYẾN  RUIJIE RG-EW1200.png,577854,Thiết bị Wifi,ITWFI000006,423100,465410,4231,Giá trị đơn hàng > 10 triệu,432700,475970,8654,Giá trị đơn hàng từ 5-10 triệu,469400,516340,26286.4,Thiết bị thu phát vô tuyến Ruijie RG-EW1200,"
• Tốc độ: 1167Mbps 
• Băng tần: 2 băng tần 2.4GHz và 5GHz 
• Số lượng người dùng truy cập đồng thời: 20+ 1 
• Cổng: 1 cổng WAN 10 / 100Mbps và 3 cổng LAN 10 / 100Mbps 
• Băng thông truy cập tối đa: 100Mbps 
• Hỗ trợ: Dịch vụ Ruijie Cloud miễn phí; hỗ trợ Mesh nhiều bộ Wifi với nhau.
giá: 635000",635000,48
97,/input/mobile_images/2024/2/18/183/WIFI RUIJIE  RG-EW1200G Pro.png,577864,Thiết bị Wifi,ITWFI000005,681900,750090,6819,Giá trị đơn hàng > 10 triệu,697500,767250,13950,Giá trị đơn hàng từ 5-10 triệu,756600,832260,42369.6,Wifi Ruijie RG-EW1200G Pro,"
• Tốc độ tối đa: 1267Mbps=400Mbps(2,4GHz)+867Mbps(5GHz) 
• Băng tần: Các mô-đun 2,4GHz và 5GHz độc lập, hỗ trợ tích hợp tần số kép 
• Cổng LAN: 3 cổng LAN 10/100/1000M 
• Nút đặt lại: 1 nút ghép thiết bị/khôi phục cài đặt gốc 
• Dải tần số đầu vào: 50Hz-60Hz 
• Kích thước (R*S*C), không bao gồm ăng-ten: 220*140*36mm 
• Ăng-ten: Ăng-ten đa hướng 6dBi ngoại vi 
• Cổng WAN: 1 cổng WAN 10/100/1000M 
• Đèn báo LED: 1 đèn LED hệ thống màu xanh lam, 4 đèn LED báo cổng mạng 
• Dải điện áp định mức: 100Vac-240Vac 
• Giao diện: 1 giao diện nguồn đầu vào(DC12V 1,5A) 
• Trọng lượng: 0,98kg
giá: 1001000",1001000,51
104,/input/mobile_images/2024/2/17/17/NỒI THỦY TINH VISIONS 2.25L  VS-22_CL1.png,577778,thiết bị gia dụng,M&EGD000058,,,,,,,,,,,,Nồi thủy tinh Visions 2.25l VS-22/CL1,"
• Dùng cho bếp: Bếp gas, Bếp hồng ngoại 
• Chất liệu nồi: Thủy tinh 
• Nắp nồi: Nắp thủy tinh 
• Nồi chống dính: Không có 
• Kích thước: 22 x 9 x 28 cm 
• Độ dày: 5.784 mm 
• Thương hiệu của: Mỹ 
• Nơi sản xuất: Pháp 
• Hãng: Visions.
giá: 782540",782540,17
103,"/input/mobile_images/2024/2/17/775/NỒI CHIÊN KHÔNG DẦU RAPIDO 6.5L, RAF-6.5D.png",571239,thiết bị gia dụng,M&EGD000127,,,,,,,,,,,,"Nồi chiên không dầu Rapido 6.5L, RAF-6.5D","
• Công suất: 1800 W 
• Chất liệu lòng nồi: Chống dính CERAMIC cao cấp 
• Dung tích: 6.5 lít 
• Khối lượng sản phẩm: 6.5 kg 
• Kích thước sản phẩm: 380 x 380 x 330 mm
• Bảng điều khiển: Điện tử
giá: 1832930",1832930,18
105,/input/mobile_images/2024/2/18/908/ẤM ĐUN NƯỚC ĐIỆN KALITE KL-301.png,577875,thiết bị gia dụng,M&EGD000160,468400,515240,4684,Giá trị đơn hàng > 10 triệu,479100,527010,9582,Giá trị đơn hàng từ 5-10 triệu,519800,571780,29108.8,"Ấm đun nước điện KALITE KL-301 1,7 lít 1850W","
• Thương hiệu: KALITE 
• Dung tích thực: 1.7L 
• Công suất: 1850 W 
• Chất liệu ruột bình: Inox 
• Đế tiếp điện: Xoay 360 độ tiện dụng 
• Đặc điểm nổi bật: - 3 chế độ ngắt điện - Khả năng giữ ấm đỉnh cao mà không cần đun sôi lại 
• Kích thước: 185 x 155 x 190 mm
giá: 571780",571780,54
102,/input/mobile_images/2024/2/18/976/MÁY ÉP CHẬM  KALITE KL-531.png,577873,thiết bị gia dụng,M&EGD000165,1561500,1717650,15615,Giá trị đơn hàng > 10 triệu,1597100,1756810,31942,Giá trị đơn hàng từ 5-10 triệu,1732600,1905860,97025.6,Máy ép chậm KALITE KL-531 200W,"
• Màu sắc: Xám trắng 
• Nhà sản xuất: Kalite 
• Loại máy ép trái cây: Máy ép chậm 
• Công suất: 200W 
• Vòng quay: 60 vòng/phút 
• Chân đỡ: cao su 
• Chất liệu bề mặt: Inox 304
giá: 1905860",1905860,42
101,/input/mobile_images/2024/3/11/414/BỘ ĐÈN NĂNG LƯỢNG MẶT TRỜI SUNTEK S500 PLUS (3).png,616574,thiết bị gia dụng,M&EGD000199,1426800,1569480,42804,Giá trị đơn hàng > 20 triệu,1583400,1741740,126672,Giá trị đơn hàng từ 10-20 triệu,2030000,2233000,259840,Quạt sưởi không khí AIO Smart,"Khối lượng: 3.54kg 
Diện tích sưởi : Từ 10 đến 20m2 
Công suất định mức : 2000W 
Điện áp hoạt động : 220V AC ±10% Độ ồn: ≤ 42 dB 
Kiểu dáng : Dạng tháp 
Chất liệu thân vỏ : Nhựa ABS 
Có chức năng sưởi gốm Có chức năng quạt gió Công nghệ sưởi : công nghệ Trở nhiệt gốm bức xạ ra không gian Màn LCD hiển thị trạng thái hoạt động và cài đặt
Chế độ gió : 3 chế độ ( gió tự nhiên, gió ấm, gió nóng ) 
Tính năng tự ngắt : có khi bị quá nhiệt hay bị đổ 
Tính năng hẹn giờ : có ( dưới 10 tiếng ) 
Tay cầm : có Khoá trẻ em : có 
Tăng giảm nhiệt độ sưởi : có 
Điều khiển từ xa : có 
Bảo hành 12 tháng 1 đổi 1 trong vòng 7 ngày 
Xuất xứ : Trung Quốc
giá: 2233000",2233000,6
100,/input/mobile_images/2024/2/18/553/Tủ Mát Aqua 280L AQS-AF400S V190.png,571606,thiết bị gia dụng,134001000001,9156600,10072260,91566,Giá trị đơn hàng > 40triệu,9357100,10292810,187142,Giá trị đơn hàng từ 20-40 triệu,10150800,11165880,568444.8,Tủ Mát Aqua 280L AQS-AF400S V190,"Dung tích tổng: 300 lít 
Dung tích sử dụng: 280 lít - Ngăn mát 280 lít 
Công suất tiêu thụ theo TCVN: 1.94 kWh/ngày 
Số cửa: 1 cửa 
Số ngăn: 1 ngăn mát 
Nhiệt độ ngăn mát (độ C): 0 - 10°C 
Công nghệ tiết kiệm điện: Không có 
Công nghệ tích hợp: Công nghệ làm mát đa chiều 360 độ 
Chất liệu dàn lạnh: Nhôm 
Chất liệu lòng tủ: Nhựa HIPS kháng khuẩn 
Thân tủ: Thép sơn tĩnh điện, Viền 
cửa tủ: Nhựa PVC Kính cách nhiệt Low-E 
Kích thước, khối lượng: Dài 60 cm - Rộng 63 cm - Cao 179.2 cm - Nặng 55 kg 
Loại Gas: R600a 
Độ ồn: 57 dB
giá: 11165880",11165880,6
99,/input/mobile_images/2024/2/18/250/QUẠT ĐIỀU HOÀ KHÔNG KHÍ EVEREST 6000D.png,577872,thiết bị gia dụng,M&EGD000154,,,,,,,,,,,,Quạt điều hòa không khí Everest 6000D,"
• Điện áp: 220V - 50Hz 
• Kích thước: (Dài) 440 x (Rộng) 340 x (Cao) 970 mm 
• Lưu lượng gió: 6000m3/h 
• Dung tích khay chứa nước: 45L 
• Công suất: 80W 
• Điều khiển từ xa: Có 
• Cảm biến chất lượng không khí: Có 
• Chức năng tạo ion: Có 
• Tốc độ gió: 3 tốc độ 
• Hướng gió: 4 chiều trái phải, lên xuống
giá: 2450800",2450800,63
98,/input/mobile_images/2024/2/18/273/MÁY LÀM SỮA HẠT  KALITE KL-950.png,577840,thiết bị gia dụng,M&EGD000171,3116200,3427820,31162,Giá trị đơn hàng > 10 triệu,3187300,3506030,63746,Giá trị đơn hàng từ 5-10 triệu,3457600,3803360,193625.6,"Máy làm sữa hạt Kalite KL-950 1,75 lít","
• Dung tích cối xay: 1,75L 
• Công suất nấu: 1200W 
• Công suất xay: 1500W 
• Chất liệu: Thuỷ tinh Borosilicate 5 lớp/ Gioăng silicon/ Inox 304 
• Điện áp sử dụng: 220~240V – 50Hz 
• Tốc độ vòng quay: 60.000 vòng/ phút 
• Công nghệ: Thông báo giọng nói; Sấy khô khử khuẩn độc quyền 
• Dụng cụ đi kèm: Dụng cụ vệ sinh (chổi xoay và bàn chải), khay hấp inox 304, ống nhồi
giá: 3803360",3803360,31
119,/input/mobile_images/2024/2/23/749/ĐIỀU HOÀ CARRIER INVERTER 2 chiều 9000BTU 2023.png,609534,Điều hòa,19014000005,,,,,,,,,,,,Điều hòa Carrier 2 chiều Inverter Công suất: 9.000 BTU/h (1 HP) - Model 2023,"Loại: Điều hòa 2 chiều Inverter 
Công suất: 9.000 BTU/h (1 HP) 
Diện tích sử dụng: Dưới 15m² 
Mức tiêu thụ điện: Làm lạnh: 0.77 (0.24-1.00) kW/h Sưởi ấm: 0.86 (0.20-1.11) kW/h 
Hiệu suất năng lượng: Làm lạnh: 5.8 (A++) Sưởi ấm: 4.8 (A+) Gas: R32 Chế độ Inverter:
Có Chức năng: Làm lạnh nhanh Tự làm sạch Lọc bụi mịn PM2.5 Khử mùi Chế độ gió Coanda Hẹn giờ Điều khiển từ xa 
Độ ồn: Dàn lạnh: 22/19 dB(A) Dàn nóng: 52/48 dB(A) 
Kích thước: Dàn lạnh: 293 x 798 x 230 mm Dàn nóng: 530 x 660 x 240 mm 
Trọng lượng: Dàn lạnh: 9 kg Dàn nóng: 23 kg
giá: 12461240",12461240,6
118,/input/mobile_images/2024/2/21/229/Điều hòa MDVG-1Inverter 9000 BTU (3).png,606038,Điều hòa,19013000001,,,,,,,,,,,,Điều hòa MDV - Inverter 9000 BTU,"Nguồn điện: 220-240V 
Công suất: 9500 Btu/h 
Công suất tiêu thụ: 745 W 
Cường độ dòng điện: 3.4 A
 ERR: 3.54 W/W 
Inverter : Có Kích thước máy trong ( DxRxC): 726x210x291 (mm) 
Khối lượng thực máy trong/ khối lượng đóng gói: 8.2/10.3 Kg 
Kích thước máy ngoài (DxRxC): 835x300x540 (mm) 
Khối lương thực máy ngoài / khối lượng đóng gói: 21.7/23.2 kg 
Loại gas/ khối lượng nạp: R32/0.38 
Áp suất thiết kế: 4.3/1.7 Mpa 
Chiều dài đường ống tối đa: 25m 
Chênh lệch độ cao tối đa: 10m Phạm vi lành lạnh hiệu quả : 12~18 m2 
Hiệu suất năng lượng : 4.48 CSPF 
Bảo hành 3 năm cho sản phẩm 
Bảo hành 5 năm cho máy nén 
Suất xứ : Thái lan
giá: 6014184",6014184,5
117,/input/mobile_images/2024/2/23/380/Máy Giặt Aqua 9 Kg  AQW-F91GT.S.png,609541,Điều hòa,19013000004,,,,,,,,,,,,Điều hòa MDV 1 chiều 12000 BTU - Model 2023,"Model: MDVG-13CRDN8 
Công suất: 12.000 BTU/h
 Loại: 1 chiều Inverter
 Diện tích sử dụng: 15 - 20m² 
Gas: R32
Mức tiêu thụ điện: 1.15 kW/h 
Độ ồn: 22/19 dB(A) 
Kích thước dàn lạnh: 810 x 285 x 210 mm 
Kích thước dàn nóng: 770 x 285 x 540 mm 
Trọng lượng dàn lạnh: 14 kg 
Trọng lượng dàn nóng: 25 kg
giá: 7246030",7246030,6
116,/input/mobile_images/2024/2/23/949/ĐIỀU HOÀ CARRIER INVERTER 1 chiều 9000 BTU 2023.png,609530,Điều hòa,19014000001,,,,,,,,,,,,Điều hòa 1 chiều Carrier Inverter 9000 BTU/h (1 HP) - Model 2023,"Loại: Điều hòa 1 chiều Inverter 
Công suất: 9.000 BTU/h (1 HP) 
Diện tích sử dụng: Dưới 15m² Mức tiêu thụ điện: Làm lạnh: 1.15 kW/h Sưởi ấm: 
Hiệu suất năng lượng: 5.8 (A++) Gas: R32 Chế độ Inverter: 
Có Chức năng: Làm lạnh nhanh Tự làm sạch Lọc bụi mịn PM2.5 Khử mùi Chế độ gió Coanda Hẹn giờ Điều khiển từ xa 
Độ ồn: Dàn lạnh: 22/19 dB(A) Dàn nóng: 52/48 dB(A) 
Kích thước: Dàn lạnh: 800 x 295 x 200 mm Dàn nóng: 770 x 285 x 540 mm 
Trọng lượng: Dàn lạnh: 12 kg Dàn nóng: 25 kg
giá: 9423040",9423040,6
114,/input/mobile_images/2024/2/23/367/Máy Giặt Aqua 9 Kg  AQW-F91GT.S (2).png,609542,Điều hòa,19013000003,,,,,,,,,,,,Điều hòa MDV 1 chiều Inverter 18000 BTU - Model 2023,"Model: MDVG-18CRDN8 
Công suất: 18.000 BTU/h 
Loại: 1 chiều Inverter 
Diện tích sử dụng: 20 - 30m² 
Gas: R32 
Mức tiêu thụ điện: 1.65 kW/h 
Độ ồn: 22/19 dB(A) 
Kích thước dàn lạnh: 969 x 320 x 241 mm 
Kích thước dàn nóng: 770 x 285 x 540 mm 
Trọng lượng dàn lạnh: 18 kg 
Trọng lượng dàn nóng: 28 kg
giá: 11740520",11740520,5
113,/input/mobile_images/2024/2/23/248/Máy Giặt Aqua 9 Kg  AQW-F91GT.S.png,609538,Điều hòa,19001000013,,,,,,,,,,,,Điều hòa Daikin 9000BTU 2 chiều Inverter - Dòng tiêu chuẩn - SeriesFTHF-VA -Model 2023,"Loại: Điều hòa 2 chiều Inverter
Công suất: 9.000 BTU/h (1 HP) 
Diện tích sử dụng: 15 - 20m² 
Mức tiêu thụ điện: Làm lạnh: 555 (230 - 1.250) W/h Sưởi ấm: 670 (190 - 1.530) W/h 
Hiệu suất năng lượng: Làm lạnh: 6.13 (A**) Sưởi ấm: 5.14 (A) Gas: R32 Chế độ Inverter: 
Có Công nghệ: Công nghệ inverter tiết kiệm điện Công nghệ luồng gió Coanda Mắt thần thông minh Phin lọc Apatit Titan Chế độ Powerful làm lạnh nhanh Chế độ vận hành khi ngủ Chức năng: Làm lạnh nhanh Sưởi ấm Lọc bụi mịn PM2.5 Khử mùi Hẹn giờ Điều khiển từ xa 
Độ ồn: Dàn lạnh: 28/25 dB(A) Dàn nóng: 49 dB(A) 
Kích thước: Dàn lạnh: 285 x 770 x 223 mm Dàn nóng: 540 x 670 x 240 mm 
Trọng lượng: Dàn lạnh: 12 kg Dàn nóng: 24 kg
giá: 12070850",12070850,5
115,/input/mobile_images/2024/2/23/846/ĐIỀU HOÀ CARRIER INVERTER 1 chiều 12000 BTU 2023 (2).png,609531,Điều hòa,19014000002,,,,,,,,,,,,Điều hòa Carrier 1 chiều Inverter 12.000 BTU/h (1.5 HP) - Model 2023,"Loại: Điều hòa 1 chiều Inverter 
Công suất: 12.000 BTU/h (1.5 HP) 
Diện tích sử dụng: 15 - 20m² Mức tiêu thụ điện: Làm lạnh: 1.20 kW/h Sưởi ấm: 
Hiệu suất năng lượng: 5.8 (A++) Gas: R32 Chế độ Inverter: 
Có Chức năng: Làm lạnh nhanh Tự làm sạch Lọc bụi mịn PM2.5 Khử mùi Chế độ gió Coanda Hẹn giờ Điều khiển từ xa 
Độ ồn: Dàn lạnh: 22/19 dB(A) Dàn nóng: 52/48 dB(A) 
Kích thước: Dàn lạnh: 840 x 295 x 200 mm Dàn nóng: 770 x 285 x 540 mm 
Trọng lượng: Dàn lạnh: 13 kg Dàn nóng: 25 kg
giá: 11200420",11200420,5
111,/input/mobile_images/2024/2/23/922/Máy Giặt Aqua 9 Kg  AQW-F91GT.S (1).png,609539,Điều hòa,19001000014,,,,,,,,,,,,Điều hòa Daikin 12000BTU 2 chiều Inverter - Dòng tiêu chuẩn - FTHF-VA - Model 2023,"Loại: Điều hòa 2 chiều Inverter 
Công suất: 12.000 BTU/h (1.5 HP) 
Diện tích sử dụng: 20 - 30m² 
Mức tiêu thụ điện: Làm lạnh: 585 (230 - 1.310) W/h Sưởi ấm: 700 (190 - 1.600) W/h 
Hiệu suất năng lượng: Làm lạnh: 6.11 (A**) Sưởi ấm: 5.08 (A) Gas: R32 Chế độ Inverter: 
Có Công nghệ: Công nghệ inverter tiết kiệm điện Công nghệ luồng gió Coanda Mắt thần thông minh Phin lọc Apatit Titan Chế độ Powerful làm lạnh nhanh Chế độ vận hành khi ngủ Chức năng: Làm lạnh nhanh Sưởi ấm Lọc bụi mịn PM2.5 Khử mùi Hẹn giờ Điều khiển từ xa 
Độ ồn: Dàn lạnh: 28/25 dB(A) Dàn nóng: 49 dB(A) 
Kích thước: Dàn lạnh: 285 x 770 x 223 mm Dàn nóng: 540 x 670 x 240 mm 
Trọng lượng: Dàn lạnh: 13 kg Dàn nóng: 26 kg
giá: 14851100",14851100,7
110,/input/mobile_images/2024/2/23/866/ĐIỀU HOÀ CARRIER INVERTER 2 chiều 12000BTU 2023.png,609535,Điều hòa,19014000006,,,,,,,,,,,,Điều hòa Carrier 2 chiều Inverter - Công suất: 12.000 BTU/h (1.5 HP) - Model 2023,"Loại: Điều hòa 2 chiều Inverter 
Công suất: 12.000 BTU/h (1.5 HP) 
Diện tích sử dụng: 15 - 20m² 
Mức tiêu thụ điện: Làm lạnh: 0.83 (0.24-1.12) kW/h Sưởi ấm: 0.94 (0.22-1.22) kW/h 
Hiệu suất năng lượng: Làm lạnh: 5.8 (A++) Sưởi ấm: 4.8 (A+) Gas: R32 Chế độ Inverter: 
Có Chức năng: Làm lạnh nhanh Tự làm sạch Lọc bụi mịn PM2.5 Khử mùi Chế độ gió Coanda Hẹn giờ Điều khiển từ xa 
Độ ồn: Dàn lạnh: 22/19 dB(A) Dàn nóng: 52/48 dB(A) 
Kích thước: Dàn lạnh: 293 x 798 x 230 mm Dàn nóng: 530 x 660 x 240 mm 
Trọng lượng: Dàn lạnh: 10 kg Dàn nóng: 25 kg
giá: 14917980",14917980,5
109,/input/mobile_images/2024/2/23/301/ĐIỀU HOÀ CARRIER INVERTER 1 chiều 24000 BTU 2023.png,609533,Điều hòa,19014000004,,,,,,,,,,,, Điều hòa Carrier 1 chiều Inverter Công suất: 24.000 BTU/h (2.5 HP) - Model 2023,"Loại: Điều hòa 1 chiều Inverter
Công suất: 24.000 BTU/h (2.5 HP)
Diện tích sử dụng: 30 - 40m²
Mức tiêu thụ điện: Làm lạnh: 2.00 (0.28-2.30) kW/h Sưởi ấm: 
Hiệu suất năng lượng: 5.8 (A++) Gas: R32 Chế độ Inverter: 
Có Chức năng: Làm lạnh nhanh Tự làm sạch Lọc bụi mịn PM2.5 Khử mùi Chế độ gió Coanda Hẹn giờ Điều khiển từ xa
Độ ồn: Dàn lạnh: 22/19 dB(A) Dàn nóng: 52/48 dB(A)
Kích thước: Dàn lạnh: 1050 x 320 x 250 mm Dàn nóng: 770 x 285 x 540 mm
Trọng lượng: Dàn lạnh: 14 kg Dàn nóng: 33 kg
giá: 20327450",20327450,5
108,/input/mobile_images/2024/2/23/499/ĐIỀU HOÀ CARRIER INVERTER 2 chiều 18000BTU 2023.png,609536,Điều hòa,19014000007,,,,,,,,,,,,Điều hòa Carrier 2 chiều Inverter - Công suất: 18.000 BTU/h (2 HP) - Model 2023,"Loại: Điều hòa 2 chiều Inverter 
Công suất: 18.000BTU/h (2 HP)
Diện tích sử dụng: 20 - 30m² 
Mức tiêu thụ điện: Làm lạnh: 1.12 (0.28-1.48) kW/h Sưởi ấm: 1.27 (0.25-1.60) kW/h 
Hiệu suất năng lượng: Làm lạnh: 5.8 (A++) Sưởi ấm: 4.8 (A+) Gas: R32 Chế độ Inverter: 
Có Chức năng:Làm lạnh nhanh Tự làm sạch Lọc bụi mịn PM2.5 Khử mùi Chế độ gió Coanda Hẹn giờ Điều khiển từ xa 
Độ ồn: Dàn lạnh: 22/19 dB(A) Dàn nóng: 52/48 dB(A) 
Kích thước: Dàn lạnh: 293 x 898 x 230 mm Dàn nóng: 530 x 660 x 240 mm 
Trọng lượng: Dàn lạnh: 11 kg Dàn nóng: 28 kg giá: 22172150

",22172150,8
107,/input/mobile_images/2024/2/23/109/Máy Giặt Aqua 9 Kg  AQW-F91GT.S (2).png,609540,Điều hòa,19001000016,,,,,,,,,,,,Điều hòa Daikin 18000BTU 2 chiều Inverter - Serie FTHF-VV - Dòng tiêu chuẩn - Model 2023,"Loại: Điều hòa 2 chiều Inverter 
Công suất: 18.000 BTU/h (2 HP) 
Diện tích sử dụng: 25 - 35m² 
Mức tiêu thụ điện: Làm lạnh: 665 (280 - 1.585) W/h Sưởi ấm: 810 (230 - 1.885) W/h 
Hiệu suất năng lượng: Làm lạnh: 6.00 (A**) Sưởi ấm: 4.92 (A) Gas: R32 Chế độ Inverter: 
Có Công nghệ: Công nghệ inverter tiết kiệm điện Công nghệ luồng gió Coanda Mắt thần thông minh Phin lọc Apatit Titan Chế độ Powerful làm lạnh nhanh Chế độ vận hành khi ngủ Chức năng: Làm lạnh nhanh Sưởi ấm Lọc bụi mịn PM2.5 Khử mùi Hẹn giờ Điều khiển từ xa 
Độ ồn: Dàn lạnh: 28/25 dB(A) Dàn nóng: 48 dB(A) 
Kích thước: Dàn lạnh: 295 x 990 x 263 mm Dàn nóng: 540 x 670 x 240 mm 
Trọng lượng: Dàn lạnh: 15 kg Dàn nóng: 28 kg
giá: 22292490",22292490,5
106,/input/mobile_images/2024/2/23/443/ĐIỀU HOÀ CARRIER INVERTER 2 chiều  24000BTU 2023.png,609537,Điều hòa,19014000008,,,,,,,,,,,,Điều hòa Carrier 2 chiều Inverter Công suất: 24.000 BTU/h (2.5 HP) - Model 2023,"Loại: Điều hòa 2 chiều Inverter 
Công suất: 24.000 BTU/h (2.5 HP) Diện tích sử dụng: 30 - 40m² 
Mức tiêu thụ điện: Làm lạnh: 1.44 (0.32-1.84) kW/h Sưởi ấm: 1.61 (0.30-2.00) kW/h 
Hiệu suất năng lượng: Làm lạnh: 5.8 (A++) Sưởi ấm: 4.8 (A+) Gas: R32 Chế độ Inverter: 
Có Chức năng: Làm lạnh nhanh Tự làm sạch Lọc bụi mịn PM2.5 Khử mùi Chế độ gió Coanda Hẹn giờ Điều khiển từ xa 
Độ ồn: Dàn lạnh: 22/19 dB(A) Dàn nóng: 52/48 dB(A) 
Kích thước: Dàn lạnh: 320 x 1050 x 250 mm Dàn nóng: 550 x 780 x 290 mm 
Trọng lượng: Dàn lạnh: 14 kg Dàn nóng: 38 kg
giá: 23423180",23423180,7
112,/input/mobile_images/2024/2/23/815/ĐIỀU HOÀ CARRIER INVERTER 1 chiều 18000 BTU 2023.png,609532,Điều hòa,19014000003,,,,,,,,,,,,Điều hòa Carrier 1 chiều Inverter 18.000 BTU/h (2 HP) - Model 2023,"Loại: Điều hòa 1 chiều Inverter 
Công suất: 18.000 BTU/h (2 HP) 
Diện tích sử dụng: 20 - 30m² 
Mức tiêu thụ điện: Làm lạnh: 1.50 kW/h Sưởi ấm:  
Hiệu suất năng lượng: 5.8 (A++) Gas: R32  Chế độ Inverter: 
Có Chức năng: Làm lạnh nhanh Tự làm sạch Lọc bụi mịn PM2.5 Khử mùi Chế độ gió Coanda Hẹn giờ Điều khiển từ xa 
Độ ồn: Dàn lạnh: 22/19 dB(A) Dàn nóng: 52/48 dB(A) 
Kích thước: Dàn lạnh: 910 x 320 x 230 mm Dàn nóng: 770 x 285 x 540 mm 
Trọng lượng: Dàn lạnh: 14 kg Dàn nóng: 28 kg
giá: 16508470",16508470,6
173,/input/mobile_images/2024/2/18/959/Bộ đèn led năng lượng mặt trời gắn liền tấm pin công suất 60W.png,577833,Đèn Năng Lượng Mặt Trời,SMDEN000039,,,,,,,,,,,,Bộ đèn led năng lượng mặt trời gắn liền tấm pin công suất: 60W.,"
• Thời gian chiếu sáng: 10-12 giờ/ngày 
• Thời gian nạp pin: 3-4 giờ/ngày 
• Tuổi thọ đèn: 3-5 năm 
• Tuổi thọ tấm pin NLMT: 10-12 năm 
• Dung lượng pin: 16000 mAh Pin 
• Công nghệ: Lithium photphase chống chai, tuổi thọ lên đến 3-5 năm 
• Chống nước: Đèn nguyên khối được trang bị chống nước IP67 thoả mái để ngoài trời 
• Kích thước đèn: 21x24 cm 
• KT tấm pin NLMT: 35x45 cm 
• Diện tích chiếu sáng: 100 - 120 m2
giá: 617760",617760,21
179,/input/mobile_images/2024/2/18/301/BỘ ĐÈN PHA LED  NĂNG LƯỢNG MẶT TRỜI SC-126.png,577815,Đèn Năng Lượng Mặt Trời,SMDEN000053,,,,,,,,,,,,Bộ đèn pha led dùng pin năng lượng mặt trời Suntek SC-126,"
• Công suất định mức: 50W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Thời gian chiếu sáng: 5-6h liên tục 
• PIN: 4.500mAh 
• Kích thước đèn: 10 x 17 cm 
• Kích thước tấm năng lượng mặt trời: 13.5 x 2 x 23 Cm 
• Cân nặng: 0.5kg
giá: 286550",286550,23
